电影天堂-电影_4,#genre#
恐怖片-记忆折叠,https://vip.dytt-film.com/20250308/11868_f4faae32/index.m3u8
动作片-积奇玛莉,https://vip.dytt-film.com/20250308/11867_51a60f84/index.m3u8
动作片-中国惊奇先生大电影,https://vip.dytt-hot.com/20250211/59974_cc8a3570/index.m3u8
剧情片-火线任务,https://vip.dytt-film.com/20250308/11866_ab28ad5c/index.m3u8
动作片-浑身是胆,https://vip.dytt-film.com/20250308/11865_fa393b66/index.m3u8
喜剧片-灰猴,https://vip.dytt-film.com/20250308/11864_3a901648/index.m3u8
剧情片-幻之光,https://vip.dytt-film.com/20250308/11863_fb9832b8/index.m3u8
恐怖片-幻影特攻,https://vip.dytt-film.com/20250308/11862_0f06b381/index.m3u8
恐怖片-画师,https://vip.dytt-film.com/20250308/11861_d5c60496/index.m3u8
记录片-滑板少年,https://vip.dytt-film.com/20250308/11860_00650747/index.m3u8
爱情片-花滑女王,https://vip.dytt-film.com/20250308/11858_e4848ea6/index.m3u8
爱情片-很高兴遇见·你,https://vip.dytt-film.com/20250308/11857_be100b06/index.m3u8
动作片-黑星风云,https://vip.dytt-film.com/20250308/11856_ef77022c/index.m3u8
恐怖片-黑暗深处之惊魂夜,https://vip.dytt-film.com/20250308/11855_c519d47c/index.m3u8
动作片-新世纪福音战士剧场版：Air/真心为你,https://vip.dytt-hot.com/20250216/79812_cfadcecb/index.m3u8
动作片-过江龙,https://vip.dytt-film.com/20250308/11854_be80bade/index.m3u8
恐怖片-果戈里·恶灵,https://vip.dytt-film.com/20250308/11853_bf38bc61/index.m3u8
喜剧片-闺蜜的战争,https://vip.dytt-film.com/20250308/11852_ba67e777/index.m3u8
剧情片-关于阿斯特丽德,https://vip.dytt-film.com/20250308/11851_b1b3cc56/index.m3u8
喜剧片-怪癖英雄,https://vip.dytt-film.com/20250308/11850_97143643/index.m3u8
动作片-古墓入侵者,https://vip.dytt-film.com/20250308/11849_2fa8af07/index.m3u8
喜剧片-疯狂熊孩子,https://vip.dytt-film.com/20250308/11846_b33eccca/index.m3u8
剧情片-疯狂暑期之哈喽怪物,https://vip.dytt-film.com/20250308/11845_a72e2cfc/index.m3u8
爱情片-飞越谜情,https://vip.dytt-film.com/20250308/11844_324450bb/index.m3u8
剧情片-飞女正传1969,https://vip.dytt-film.com/20250308/11843_b451da36/index.m3u8
剧情片-飞女正传,https://vip.dytt-film.com/20250308/11842_e44491d2/index.m3u8
动作片-飞鸿笑传之黑蝙蝠,https://vip.dytt-film.com/20250308/11841_daed2103/index.m3u8
动作片-为了正义,https://vip.dytt-film.com/20250308/11840_b1e29b06/index.m3u8
动作片-鳄口逃生,https://vip.dytt-film.com/20250308/11839_e6a88d08/index.m3u8
剧情片-多此一女,https://vip.dytt-film.com/20250308/11838_8c86c617/index.m3u8
动作片-独闯虎穴,https://vip.dytt-film.com/20250308/11836_2a2f98d3/index.m3u8
动作片-喋血危情,https://vip.dytt-film.com/20250308/11835_a73d1844/index.m3u8
动作片-喋血风云,https://vip.dytt-film.com/20250308/11834_e1360bb1/index.m3u8
剧情片-狄大人驾到,https://vip.dytt-film.com/20250308/11833_3c8f9a17/index.m3u8
爱情片-产科男生,https://vip.dytt-film.com/20250308/11831_38956a06/index.m3u8
动作片-菜鸟王爷闹江湖,https://vip.dytt-film.com/20250308/11830_26325336/index.m3u8
科幻片-蝙蝠侠与罗宾,https://vip.dytt-film.com/20250308/11828_9040276e/index.m3u8
科幻片-边境迷雾,https://vip.dytt-film.com/20250308/11827_d20a02a9/index.m3u8
爱情片-棒球之爱,https://vip.dytt-film.com/20250308/11826_0758c993/index.m3u8
喜剧片-白马王子,https://vip.dytt-film.com/20250308/11823_dd4e2c1d/index.m3u8
爱情片-把哥哥退货可以吗？（国语）,https://vip.dytt-film.com/20250123/1739_752d25a1/index.m3u8
剧情片-钟馗归来万世妖灵,https://vip.dytt-film.com/20250307/11820_c3df9051/index.m3u8
动作片-致命丛林,https://vip.dytt-film.com/20250307/11819_f5747f20/index.m3u8
动作片-长白山天池水怪,https://vip.dytt-film.com/20250307/11818_cbaca316/index.m3u8
恐怖片-张震讲故事之三更夜,https://vip.dytt-film.com/20250307/11817_943ff7d7/index.m3u8
爱情片-战国之无艳,https://vip.dytt-film.com/20250307/11816_d2949eb6/index.m3u8
爱情片-油脂,https://vip.dytt-film.com/20250307/11815_d873508b/index.m3u8
剧情片-阴阳美人棺,https://vip.dytt-film.com/20250307/11814_154a6174/index.m3u8
剧情片-异星战甲之青龙,https://vip.dytt-film.com/20250307/11813_498b573d/index.m3u8
剧情片-妖手摧花,https://vip.dytt-film.com/20250307/11812_8374bd0a/index.m3u8
动作片-燕赤霞之五尾天蝎,https://vip.dytt-film.com/20250307/11811_988ffc07/index.m3u8
喜剧片-我要上头条,https://vip.dytt-film.com/20250307/11808_6425d167/index.m3u8
爱情片-我们的爱情2019,https://vip.dytt-film.com/20250307/11806_ea0d1687/index.m3u8
爱情片-我的心里住着一只猫,https://vip.dytt-film.com/20250307/11805_13ec9935/index.m3u8
喜剧片-我的锦鲤男友,https://vip.dytt-film.com/20250307/11804_8d3b78d6/index.m3u8
剧情片-温暖的寒冬,https://vip.dytt-film.com/20250307/11803_6275d707/index.m3u8
动作片-维和冲锋：绝境求生,https://vip.dytt-film.com/20250307/11802_153e7487/index.m3u8
剧情片-为爱重生,https://vip.dytt-film.com/20250307/11801_fec3392b/index.m3u8
剧情片-危情电话,https://vip.dytt-film.com/20250307/11800_0db32de7/index.m3u8
剧情片-脱离者,https://vip.dytt-film.com/20250307/11799_ceb9f6b8/index.m3u8
爱情片-脱单倒计时,https://vip.dytt-film.com/20250307/11798_1f1a330a/index.m3u8
剧情片-偷龙换凤,https://vip.dytt-film.com/20250307/11797_eb530d95/index.m3u8
恐怖片-童童的风铃密室,https://vip.dytt-film.com/20250307/11796_a98bf9c1/index.m3u8
动作片-铁血护卫之异种入侵,https://vip.dytt-film.com/20250307/11795_a75bdba4/index.m3u8
剧情片-天真派：红楼梦之桃花诗社,https://vip.dytt-film.com/20250307/11794_2270fa1d/index.m3u8
剧情片-天眼风云,https://vip.dytt-film.com/20250307/11793_1f44ebfa/index.m3u8
动作片-天书奇缘,https://vip.dytt-film.com/20250307/11792_93e687f2/index.m3u8
动作片-天剑修仙传,https://vip.dytt-film.com/20250307/11791_5c1f2cfa/index.m3u8
爱情片-替嫁新娘,https://vip.dytt-film.com/20250307/11790_c7a19fe3/index.m3u8
动作片-特勤精英之逃出生天,https://vip.dytt-film.com/20250307/11789_b92f8ab7/index.m3u8
剧情片-特勤精英之生死救援,https://vip.dytt-film.com/20250307/11788_f6d1ecd1/index.m3u8
剧情片-特别的爸爸,https://vip.dytt-film.com/20250307/11787_a03fec24/index.m3u8
剧情片-桃源魅影,https://vip.dytt-film.com/20250307/11786_6aed81cf/index.m3u8
喜剧片-逃跑计划,https://vip.dytt-film.com/20250307/11785_fc45350a/index.m3u8
爱情片-唐小小的魔法天台,https://vip.dytt-film.com/20250307/11784_ca3561e3/index.m3u8
动作片-太白剑,https://vip.dytt-film.com/20250307/11783_fc4086d4/index.m3u8
喜剧片-孙悟空大战盘丝洞,https://vip.dytt-film.com/20250307/11782_30b4a925/index.m3u8
剧情片-搜神记：南海美人鲛,https://vip.dytt-film.com/20250307/11780_f2dff472/index.m3u8
喜剧片-宋快递,https://vip.dytt-film.com/20250307/11779_7d9d3297/index.m3u8
动作片-宋慈洗冤录,https://vip.dytt-film.com/20250307/11778_6c015f9b/index.m3u8
剧情片-死命：刑警的时间,https://vip.dytt-film.com/20250307/11777_2bcb8d4c/index.m3u8
喜剧片-说谎者游戏,https://vip.dytt-film.com/20250307/11776_ffa62ed6/index.m3u8
剧情片-顺天府奇案之国子监案,https://vip.dytt-film.com/20250307/11775_88059058/index.m3u8
恐怖片-睡梦医生,https://vip.dytt-film.com/20250307/11774_73a32464/index.m3u8
喜剧片-谁动了我的运气,https://vip.dytt-film.com/20250307/11773_e17aeca5/index.m3u8
喜剧片-鼠胆英雄,https://vip.dytt-film.com/20250307/11772_740c6fae/index.m3u8
爱情片-双生2019,https://vip.dytt-film.com/20250307/11771_dc4a4d9c/index.m3u8
剧情片-守卫恶魔镇,https://vip.dytt-film.com/20250307/11770_3d8d871d/index.m3u8
动作片-噬魂剑,https://vip.dytt-film.com/20250307/11769_296806f2/index.m3u8
剧情片-嗜血龙鳞诀,https://vip.dytt-film.com/20250307/11768_135be22c/index.m3u8
剧情片-似水流年,https://vip.dytt-film.com/20250307/11767_c59bb6ba/index.m3u8
爱情片-仕女图,https://vip.dytt-film.com/20250307/11766_d1aee41b/index.m3u8
动作片-士兵的荣耀,https://vip.dytt-film.com/20250307/11765_de269cef/index.m3u8
爱情片-食神八戒,https://vip.dytt-film.com/20250307/11764_3653cce2/index.m3u8
战争片-干预,https://vip.dytt-film.com/20250307/11763_d63036cf/index.m3u8
剧情片-生理酱,https://vip.dytt-film.com/20250307/11760_95766753/index.m3u8
剧情片-神探伍士德,https://vip.dytt-film.com/20250307/11759_25926f52/index.m3u8
喜剧片-神奇乐园历险记,https://vip.dytt-film.com/20250307/11758_37bc5e7f/index.m3u8
剧情片-神母峰之谜,https://vip.dytt-film.com/20250307/11757_2d680487/index.m3u8
爱情片-神笔奇侠传,https://vip.dytt-film.com/20250307/11756_c928d86f/index.m3u8
剧情片-深夜食堂,https://vip.dytt-film.com/20250307/11755_699d9ce4/index.m3u8
喜剧片-摄影机不要停！ 续集 好莱坞大作战！,https://vip.dytt-film.com/20250307/11754_6ec0c578/index.m3u8
动作片-蛇形行动,https://vip.dytt-film.com/20250307/11753_f27a0cac/index.m3u8
恐怖片-少女宿舍,https://vip.dytt-film.com/20250307/11752_aee5620f/index.m3u8
动作片-少年当自强,https://vip.dytt-film.com/20250307/11751_e464656e/index.m3u8
喜剧片-煽疯点火,https://vip.dytt-film.com/20250307/11750_12d16adf/index.m3u8
剧情片-山海经之伏魔正道,https://vip.dytt-film.com/20250307/11748_50bb4b78/index.m3u8
喜剧片-傻儿夫妻小神郎,https://vip.dytt-film.com/20250307/11747_2af1e9ea/index.m3u8
喜剧片-莎翁情史,https://vip.dytt-film.com/20250307/11746_604b37ea/index.m3u8
战争片-杀戮部队,https://vip.dytt-film.com/20250307/11745_bcc097fe/index.m3u8
动作片-扫毒3：人在天涯,https://vip.dytt-film.com/20250307/11743_5b0ac7ce/index.m3u8
动作片-扫毒2：天地对决,https://vip.dytt-film.com/20250307/11741_bddcda5d/index.m3u8
动作片-三生三世花之殇,https://vip.dytt-film.com/20250307/11740_45e03f0f/index.m3u8
剧情片-三生花,https://vip.dytt-film.com/20250307/11739_a0d1b944/index.m3u8
剧情片-三年,https://vip.dytt-film.com/20250307/11738_4440d927/index.m3u8
动作片-三流勇士,https://vip.dytt-film.com/20250307/11737_0300481b/index.m3u8
剧情片-人鱼缚,https://vip.dytt-film.com/20250307/11736_54dbaef7/index.m3u8
爱情片-七剑下天山之七情花,https://vip.dytt-film.com/20250307/11735_a318166b/index.m3u8
剧情片-秘境古兽,https://vip.dytt-film.com/20250307/11734_e40bd8dc/index.m3u8
动作片-猛禽小队和哈莉·奎茵,https://vip.dytt-film.com/20250307/11733_4b880d61/index.m3u8
科幻片-蚂蚁的袭击,https://vip.dytt-film.com/20250307/11731_0a656cc1/index.m3u8
动画片-棋魂·通往北斗杯之路,https://vip.dytt-hot.com/20250212/66475_add16b2d/index.m3u8
动画片-假面骑士V3对毒蝎帮怪人,https://vip.dytt-hot.com/20250216/78941_eec59c76/index.m3u8
动画片-剧场版 假面骑士V3,https://vip.dytt-hot.com/20250216/78942_31bcd89d/index.m3u8
动画片-命运之夜 剧场版,https://vip.dytt-hot.com/20250215/77255_92c893ce/index.m3u8
动画片-从漫画了解！Fate/Grand Order,https://vip.dytt-hot.com/20250215/77775_4205631c/index.m3u8
动画片-命运-冠位指定 -月光／失落之室-,https://vip.dytt-hot.com/20250215/77776_251e5f3c/index.m3u8
动画片-龙珠Z剧场版6：激突！100亿能量的战士们,https://vip.dytt-hot.com/20250215/78621_88828865/index.m3u8
动画片-龙珠超：超级人造人,https://vip.dytt-hot.com/20250215/78622_3a27b746/index.m3u8
动画片-龙珠Z剧场版4：超级赛亚人孙悟空,https://vip.dytt-hot.com/20250215/78619_75ef26db/index.m3u8
动画片-龙珠Z剧场版5：最强对最强,https://vip.dytt-hot.com/20250215/78620_909cbedd/index.m3u8
动画片-龙珠Z剧场版3：地球超级大决战,https://vip.dytt-hot.com/20250215/78618_73aaacf9/index.m3u8
动画片-龙珠Z剧场版2：世界最强的高手,https://vip.dytt-hot.com/20250215/78617_b3d8acef/index.m3u8
动画片-龙珠剧场版：迈向最强之道,https://vip.dytt-hot.com/20250215/77258_8018c2a5/index.m3u8
动画片-龙珠剧场版：神龙传说,https://vip.dytt-hot.com/20250215/78616_743cfa65/index.m3u8
动画片-龙珠剧场版：魔神城内的睡美人,https://vip.dytt-hot.com/20250215/78615_5090703a/index.m3u8
动画片-龙珠剧场版：摩诃不可思议大冒险,https://vip.dytt-hot.com/20250215/78598_bcd861c0/index.m3u8
剧情片-罗伦佐的油,https://vip.dytt-film.com/20250307/11730_7d915191/index.m3u8
剧情片-罗布泊之九龙天棺,https://vip.dytt-film.com/20250307/11729_b599e825/index.m3u8
剧情片-龙无目,https://vip.dytt-film.com/20250307/11728_39f741b5/index.m3u8
动作片-龙门镇客栈,https://vip.dytt-film.com/20250307/11727_f621f276/index.m3u8
动作片-猎杀红色十月,https://vip.dytt-film.com/20250307/11725_d4f31b02/index.m3u8
剧情片-猎谎者,https://vip.dytt-film.com/20250307/11724_23c00603/index.m3u8
动作片-烈火情仇,https://vip.dytt-film.com/20250307/11723_612b7f0d/index.m3u8
剧情片-恋恋三季,https://vip.dytt-film.com/20250307/11722_1bd413de/index.m3u8
剧情片-老虎,https://vip.dytt-film.com/20250307/11721_2b2e7393/index.m3u8
喜剧片-老公不及格,https://vip.dytt-film.com/20250307/11720_8ea1e4f9/index.m3u8
剧情片-辣手枭雄,https://vip.dytt-film.com/20250307/11719_53329e4c/index.m3u8
剧情片-辣手美人,https://vip.dytt-film.com/20250307/11718_5e72a74d/index.m3u8
剧情片-哭泣的玫瑰,https://vip.dytt-film.com/20250307/11717_7da9de56/index.m3u8
喜剧片-空中大灌篮,https://vip.dytt-film.com/20250307/11714_916cb4b0/index.m3u8
剧情片-绝世战魂2020,https://vip.dytt-film.com/20250307/11713_5779e947/index.m3u8
喜剧片-绝命急先锋,https://vip.dytt-film.com/20250307/11711_66848284/index.m3u8
科幻片-50英尺高的女人,https://vip.dytt-film.com/20250307/11709_88d25099/index.m3u8
爱情片-九州天空城之时光回转,https://vip.dytt-film.com/20250307/11708_f7779710/index.m3u8
喜剧片-九叔归来,https://vip.dytt-film.com/20250307/11707_e2ce14e8/index.m3u8
恐怖片-惊声尖叫2,https://vip.dytt-film.com/20250307/11705_f4380fd2/index.m3u8
喜剧片-街头俏妞,https://vip.dytt-film.com/20250307/11704_6e67691b/index.m3u8
