足球,#genre#
8月23日 25-26赛季德甲第1轮 法兰克福VS不莱梅,https://v14.qdhdcate.com/yyv14/202508/24/ksRULTYuDD23/video/index.m3u8
8月23日 25-26赛季德甲第1轮 勒沃库森VS霍芬海姆,https://v14.qdhdcate.com/yyv14/202508/24/W9VtQgAyRn23/video/index.m3u8
8月23日 25-26赛季法甲第2轮 马赛VS巴黎FC,https://v13.qdhdcate.com/yyv13/202508/24/L47sEKh6SP19/video/index.m3u8
8月24日 25-26赛季意甲第1轮 罗马VS博洛尼亚,https://v13.qdhdcate.com/yyv13/202508/24/Y31LXKGxbV22/video/index.m3u8
8月23日 25-26赛季英超第2轮 曼城VS热刺,https://v13.qdhdcate.com/yyv13/202508/24/LXXPhS1rtn22/video/index.m3u8
8月23日 25-26赛季德甲第1轮 海登海姆VS沃尔夫斯堡,https://v13.qdhdcate.com/yyv13/202508/24/7PZghQaHpe21/video/index.m3u8
8月23日 25-26赛季英超第2轮 伯恩利VS桑德兰,https://v13.qdhdcate.com/yyv13/202508/24/6SekfJs6cb23/video/index.m3u8
8月24日 25-26赛季法甲第2轮 里昂VS梅斯,https://v13.qdhdcate.com/yyv13/202508/24/KumKD912rm19/video/index.m3u8
8月23日 25-26赛季英超第2轮 布伦特福德VS阿斯顿维拉,https://v14.qdhdcate.com/yyv14/202508/24/SkEA6swLqb21/video/index.m3u8
8月24日 25-26赛季德甲第1轮 圣保利VS多特蒙德,https://v14.qdhdcate.com/yyv14/202508/24/RX55gwfkza24/video/index.m3u8
8月24日 25-26赛季西甲第2轮 马德里竞技VS埃尔切,https://v13.qdhdcate.com/yyv13/202508/24/rXFe0yPmTs22/video/index.m3u8
8月23日 25-26赛季德甲第1轮 柏林联合VS斯图加特,https://v13.qdhdcate.com/yyv13/202508/24/RN8ep6FffA20/video/index.m3u8
8月23日 25-26赛季西甲第2轮 皇家贝蒂斯VS阿拉维斯,https://v14.qdhdcate.com/yyv14/202508/23/79NBpukZh721/video/index.m3u8
8月23日 25-26赛季德甲第1轮 拜仁慕尼黑VSRB莱比锡,https://v13.qdhdcate.com/yyv13/202508/23/AYcYgYyBdx23/video/index.m3u8
8月20日 25-26赛季西甲第1轮 皇家马德里VS奥萨苏纳,https://v14.qdhdcate.com/yyv14/202508/20/B0BvCLX8dZ24/video/index.m3u8
8月23日 25-26赛季法甲第2轮 巴黎圣日耳曼VS昂热,https://v14.qdhdcate.com/yyv14/202508/23/h1WB7Zix6N23/video/index.m3u8
8月19日 25-26赛季西甲第1轮 埃尔切VS皇家贝蒂斯,https://v13.qdhdcate.com/yyv13/202508/19/Tk86SxsW2x22/video/index.m3u8
8月19日 25-26赛季意杯第1轮 都灵VS摩德纳,https://v13.qdhdcate.com/yyv13/202508/19/BthcFmCpVK20/video/index.m3u8
8月19日 25-26赛季英超第1轮 利兹联VS埃弗顿,https://v13.qdhdcate.com/yyv13/202508/19/FF4eGujjfE24/video/index.m3u8
8月23日 25-26赛季英超第2轮 西汉姆联VS切尔西,https://v14.qdhdcate.com/yyv14/202508/23/QBssS6fneP21/video/index.m3u8
8月19日 25-26赛季意杯第1轮 乌迪内斯VS凯勒雷斯,https://v14.qdhdcate.com/yyv14/202508/19/X12YH56hd822/video/index.m3u8
8月23日 25-26赛季西甲第2轮 马洛卡VS塞尔塔,https://v13.qdhdcate.com/yyv13/202508/24/N27VsYZkq919/video/index.m3u8
8月17日 25-26赛季英超第1轮 切尔西VS水晶宫,https://v13.qdhdcate.com/yyv13/202508/18/VEAQhHQH3i24/video/index.m3u8
8月19日 25-26赛季意杯第1轮 斯佩齐亚VS桑普多利亚,https://v14.qdhdcate.com/yyv14/202508/19/fMBh2xRT8x21/video/index.m3u8
8月18日 25-26赛季意杯第1轮 比萨VS切塞纳,https://v14.qdhdcate.com/yyv14/202508/18/1q5qphAUPr19/video/index.m3u8
8月17日 25-26赛季英超第1轮 诺丁汉森林VS布伦特福德,https://v13.qdhdcate.com/yyv13/202508/18/QX1sJJ6saA23/video/index.m3u8
8月18日 25-26赛季西甲第1轮 西班牙人VS马德里竞技,https://v14.qdhdcate.com/yyv14/202508/18/PukgQU9vH921/video/index.m3u8
8月17日 25-26赛季法甲第1轮 昂热VS巴黎FC,https://v14.qdhdcate.com/yyv14/202508/18/81Cnn7ECxB19/video/index.m3u8
8月18日 25-26赛季法甲第1轮 南特VS巴黎圣日耳曼,https://v14.qdhdcate.com/yyv14/202508/18/06SgpT79sb22/video/index.m3u8
8月18日 25-26赛季意杯第1轮 AC米兰VS巴里,https://v13.qdhdcate.com/yyv13/202508/18/E4EmpN0TJd22/video/index.m3u8
8月17日 25-26赛季英超第1轮 曼联VS阿森纳,https://v13.qdhdcate.com/yyv13/202508/18/HarXtP05gx21/video/index.m3u8
8月19日 25-26赛季意杯第1轮 维罗纳VS切里尼奥拉,https://v13.qdhdcate.com/yyv13/202508/19/jpCQGSYBVa21/video/index.m3u8
8月18日 25-26赛季意杯第1轮 帕尔马VS佩斯卡拉,https://v13.qdhdcate.com/yyv13/202508/18/wWZfBGLZkc20/video/index.m3u8
8月17日 25-26赛季西甲第1轮 塞尔塔VS赫塔费,https://v13.qdhdcate.com/yyv13/202508/18/namcuL075Q21/video/index.m3u8
8月18日 25-26赛季西甲第1轮 毕尔巴鄂竞技VS塞维利亚,https://v13.qdhdcate.com/yyv13/202508/18/m2qa0XRLzD20/video/index.m3u8
8月18日 25-26赛季意杯第1轮 蒙扎VS弗罗西诺内,https://v13.qdhdcate.com/yyv13/202508/18/fLisMHuQPs22/video/index.m3u8
8月17日 25-26赛季法甲第1轮 梅斯VS斯特拉斯堡,https://v13.qdhdcate.com/yyv13/202508/18/9RApsNbbpA22/video/index.m3u8
8月17日 25-26赛季法甲第1轮 欧塞尔VS洛里昂,https://v14.qdhdcate.com/yyv14/202508/18/3h434Wh89d21/video/index.m3u8
8月17日 25-26赛季西甲第1轮 瓦伦西亚VS皇家社会,https://v14.qdhdcate.com/yyv14/202508/17/sDTBUmYx9j21/video/index.m3u8
8月16日 25-26赛季英超第1轮 桑德兰VS西汉姆联,https://v13.qdhdcate.com/yyv13/202508/17/HYyiUncage21/video/index.m3u8
8月17日 25-26赛季法甲第1轮 尼斯VS图卢兹,https://v13.qdhdcate.com/yyv13/202508/17/uGgUnQZBSU24/video/index.m3u8
8月17日 25-26赛季意杯第1轮 克雷莫纳VS巴勒莫,https://v13.qdhdcate.com/yyv13/202508/17/v6bWYNc8ki24/video/index.m3u8
8月17日 25-26赛季英超第1轮 狼队VS曼城,https://v14.qdhdcate.com/yyv14/202508/17/nQ16LzCVG120/video/index.m3u8
8月17日 25-26赛季意杯第1轮 卡利亚里VS恩特拉,https://v13.qdhdcate.com/yyv13/202508/17/tP94i5hXe224/video/index.m3u8
8月17日 25-26赛季西甲第1轮 马洛卡VS巴塞罗那,https://v14.qdhdcate.com/yyv14/202508/17/8KAFmNuF9X24/video/index.m3u8
8月17日 25-26赛季西甲第1轮 阿拉维斯VS莱万特,https://v13.qdhdcate.com/yyv13/202508/17/mCzvYKLQjv22/video/index.m3u8
8月17日 25-26赛季意杯第1轮 科莫VS南蒂罗尔,https://v14.qdhdcate.com/yyv14/202508/17/u37qecpzF921/video/index.m3u8
8月16日 25-26赛季英超第1轮 布莱顿VS富勒姆,https://v14.qdhdcate.com/yyv14/202508/17/4y12Ck9EzB22/video/index.m3u8
8月16日 25-26赛季英超第1轮 阿斯顿维拉VS纽卡斯尔联,https://v14.qdhdcate.com/yyv14/202508/17/ZcN6px8t2P22/video/index.m3u8
8月17日 25-26赛季意杯第1轮 威尼斯VS曼托瓦,https://v13.qdhdcate.com/yyv13/202508/17/FF0bxnwWFF24/video/index.m3u8
8月16日 25-26赛季法甲第1轮 朗斯VS里昂,https://v14.qdhdcate.com/yyv14/202508/17/nAAr7MhvEU22/video/index.m3u8
8月16日 25-26赛季英超第1轮 热刺VS伯恩利,https://v13.qdhdcate.com/yyv13/202508/17/Mkrk9ZBcaQ22/video/index.m3u8
8月17日 25-26赛季德国超级杯 斯图加特VS拜仁慕尼黑,https://v13.qdhdcate.com/yyv13/202508/17/8Efjg81ZLp23/video/index.m3u8
8月16日 25-26赛季西甲第1轮 赫罗纳VS巴列卡诺,https://v13.qdhdcate.com/yyv13/202508/16/NPfAApcBTa23/video/index.m3u8
8月17日 25-26赛季法甲第1轮 摩纳哥VS勒阿弗尔,https://v14.qdhdcate.com/yyv14/202508/17/H0GR3uhdjB24/video/index.m3u8
8月16日 25-26赛季英超第1轮 利物浦VS伯恩茅斯,https://v14.qdhdcate.com/yyv14/202508/16/vjDdyRKJzC22/video/index.m3u8
8月16日 25-26赛季意杯第1轮 莱切VS尤韦斯塔比亚,https://v13.qdhdcate.com/yyv13/202508/16/x2M8d3UGFK19/video/index.m3u8
8月16日 25-26赛季意杯第1轮 热那亚VS维琴察,https://v14.qdhdcate.com/yyv14/202508/16/B4qBuBLDWH24/video/index.m3u8
8月16日 25-26赛季意杯第1轮 萨索洛VS卡坦萨罗,https://v13.qdhdcate.com/yyv13/202508/16/wty7pgHNGU20/video/index.m3u8
8月16日 25-26赛季法甲第1轮 雷恩VS马赛,https://v13.qdhdcate.com/yyv13/202508/16/F1k9GPp63721/video/index.m3u8
8月16日 25-26赛季意杯第1轮 恩波利V雷吉亚纳,https://v14.qdhdcate.com/yyv14/202508/16/HNXjpeTWJF23/video/index.m3u8
8月16日 25-26赛季西甲第1轮 比利亚雷亚尔VS皇家奥维耶多,https://v14.qdhdcate.com/yyv14/202508/16/c6Aiwr4Hkx20/video/index.m3u8
8月4日 2025英超夏季联赛 伯恩茅斯VS西汉姆联,https://v13.qdhdcate.com/yyv13/202508/04/hsZyyKGe7i22/video/index.m3u8
7月31日 2025英超夏季联赛 曼联VS伯恩茅斯,https://v13.qdhdcate.com/yyv13/202507/31/pjAPNyN9JY22/video/index.m3u8
8月4日 2025英超夏季联赛 曼联VS埃弗顿,https://v13.qdhdcate.com/yyv13/202508/04/Q2nTnk4xZp22/video/index.m3u8
7月5日 2025世俱杯四分之一决赛 帕尔梅拉斯VS切尔西,https://v13.qdhdcate.com/yyv13/202507/05/1VHRAc77vM19/video/index.m3u8
7月27日 2025英超夏季联赛 曼联VS西汉姆联,https://v14.qdhdcate.com/yyv14/202507/27/0KFGTr87ah21/video/index.m3u8
7月5日 2025世俱杯四分之一决赛 弗卢米嫩塞VS利雅得新月,https://v14.qdhdcate.com/yyv14/202507/05/DEgLpDCTUE22/video/index.m3u8
7月2日 2025世俱杯八分之一决赛 多特蒙德VS蒙特雷,https://v14.qdhdcate.com/yyv14/202507/02/6iEMnB7mGQ21/video/index.m3u8
7月2日 2025世俱杯八分之一决赛 皇家马德里VS尤文图斯,https://v13.qdhdcate.com/yyv13/202507/02/UAzN8EqGEV22/video/index.m3u8
7月1日 2025世俱杯八分之一决赛 国际米兰VS弗鲁米嫩塞,https://v14.qdhdcate.com/yyv14/202507/01/usDxqQQ0h521/video/index.m3u8
7月27日 2025英超夏季联赛 埃弗顿VS伯恩茅斯,https://v14.qdhdcate.com/yyv14/202507/27/nnLzSktaMa19/video/index.m3u8
7月6日 2025世俱杯四分之一决赛 皇家马德里VS多特蒙德,https://v14.qdhdcate.com/yyv14/202507/06/0UXUaegyg019/video/index.m3u8
7月1日 2025世俱杯八分之一决赛 曼城VS利雅得新月,https://v14.qdhdcate.com/yyv14/202507/01/9VDWmj6vyq23/video/index.m3u8
7月14日 2025世俱杯决赛 切尔西VS巴黎圣日耳曼,https://v13.qdhdcate.com/yyv13/202507/14/Hvx9jzLrYw24/video/index.m3u8
6月29日 2025世俱杯八分之一决赛 本菲卡VS切尔西,https://v14.qdhdcate.com/yyv14/202506/29/CsJ02v8K7U23/video/index.m3u8
6月29日 2025世俱杯八分之一决赛 帕尔梅拉斯VS博塔弗戈,https://v13.qdhdcate.com/yyv13/202506/29/MiuzgaJiR119/video/index.m3u8
6月30日 2025世俱杯八分之一决赛 巴黎圣日耳曼VS迈阿密国际,https://v13.qdhdcate.com/yyv13/202506/30/WazTBFFDHU24/video/index.m3u8
6月27日 2025世俱杯第3轮 尤文图斯VS曼城,https://v14.qdhdcate.com/yyv14/202506/27/U0UbVJUiKf20/video/index.m3u8
6月30日 2025世俱杯八分之一决赛 弗拉门戈VS拜仁慕尼黑,https://v13.qdhdcate.com/yyv13/202506/30/ZjjvwfZEPt24/video/index.m3u8
7月6日 2025世俱杯四分之一决赛 巴黎圣日耳曼VS拜仁慕尼黑,https://v14.qdhdcate.com/yyv14/202507/06/yGZdD8wePr21/video/index.m3u8
7月31日 2025英超夏季联赛 西汉姆联VS埃弗顿,https://v14.qdhdcate.com/yyv14/202507/31/WcRASyQGqQ24/video/index.m3u8
6月26日 2025世俱杯第3轮 国际米兰VS河床,https://v14.qdhdcate.com/yyv14/202506/26/SPvY8J373321/video/index.m3u8
6月27日 2025世俱杯第3轮 萨尔茨堡红牛VS皇家马德里,https://v13.qdhdcate.com/yyv13/202506/27/ywNBqgMARd19/video/index.m3u8
6月27日 2025世俱杯第3轮 利雅得新月VS帕丘卡,https://v13.qdhdcate.com/yyv13/202506/27/a3Smn3nEyg21/video/index.m3u8
6月25日 2025世俱杯第3轮 本菲卡VS拜仁慕尼黑,https://v13.qdhdcate.com/yyv13/202506/25/m1dnUU3jmd20/video/index.m3u8
6月26日 2025世俱杯第3轮 多特蒙德VS蔚山HD,https://v14.qdhdcate.com/yyv14/202506/26/21nXeijngc24/video/index.m3u8
6月25日 2025世俱杯第3轮 洛杉矶FCVS弗拉门戈,https://v14.qdhdcate.com/yyv14/202506/25/vKHnnVrsyT19/video/index.m3u8
6月25日 2025世俱杯第3轮 奥克兰城VS博卡青年,https://v13.qdhdcate.com/yyv13/202506/25/G90f5utLd921/video/index.m3u8
6月25日 2025世俱杯第3轮 突尼斯希望VS切尔西,https://v14.qdhdcate.com/yyv14/202506/25/GbNLDhrwQf22/video/index.m3u8
6月27日 2025世俱杯第3轮 维达德VS艾因,https://v13.qdhdcate.com/yyv13/202506/27/JQA7vtY7nA24/video/index.m3u8
6月24日 2025世俱杯第3轮 波尔图VS开罗国民.MP4,https://v14.qdhdcate.com/yyv14/202506/24/Vk5WPEspZ020/video/index.m3u8
6月24日 2025世俱杯第3轮 迈阿密国际VS帕尔梅拉斯,https://v13.qdhdcate.com/yyv13/202506/24/VYe3GUZN9s20/video/index.m3u8
6月23日 2025世俱杯第2轮 尤文图斯VS维达德,https://v13.qdhdcate.com/yyv13/202506/23/qW55hwQnaH20/video/index.m3u8
6月23日 2025世俱杯第2轮 萨尔茨堡红牛VS利雅得新月,https://v13.qdhdcate.com/yyv13/202506/23/YQZB4a6m8V24/video/index.m3u8
6月23日 2025世俱杯第2轮 曼城VS艾因,https://v13.qdhdcate.com/yyv13/202506/23/z5FEj7BL7123/video/index.m3u8
6月26日 2025世俱杯第3轮 马梅洛迪日落VS弗鲁米嫩塞,https://v13.qdhdcate.com/yyv13/202506/26/zPv0BE2Xgw24/video/index.m3u8
6月24日 2025世俱杯第3轮 马德里竞技VS博塔弗戈,https://v13.qdhdcate.com/yyv13/202506/24/JWYCcUhY7A22/video/index.m3u8
6月23日 2025世俱杯第2轮 皇家马德里VS帕丘卡,https://v14.qdhdcate.com/yyv14/202506/23/CehyX46zFJ22/video/index.m3u8
6月24日 2025世俱杯第3轮 西雅图海湾人VS巴黎圣日耳曼,https://v14.qdhdcate.com/yyv14/202506/24/R9p5UU29HH19/video/index.m3u8
6月21日 2025世俱杯第2轮 拜仁慕尼黑VS博卡青年,https://v14.qdhdcate.com/yyv14/202506/22/T8CdYCczP319/video/index.m3u8
